"#id houseGridSketch aNewClueClipping allowanceNote antechamberMap antechamberNote antechamberNote2","Name House Grid Sketch A New Clue Clipping Allowance Note Antechamber Map Antechamber Note Antechamber Note 2","Note Name 45 Rooms Note A New Clue Clipping Allowance Note Antechamber Entry Controls Antechamber Note Antechamber Note (Monk)","Location room:out005:Hovel room:sho006:Bookshop room:gre004:Cloister room:blu045:Antechamber room:blu045:Antechamber","Description ","Pages ","Parsed text REDDINGTON HERALD\n""A NEW CLUE"" SOLD OUT IN HOURS\nIt should come as no surprise that\r\nthe latest book from local author\r\nMarion Marigold is breaking literary\nrecords and making headlines even\nin absentia. The release of her new\nbook, \""A New Clue\"", comes only \nfourteen months after the distressful\nreport of the author's mysterious\nand unexplained disappearance.\r\n     Her current publisher has issued a statement debunking the conspiracy theories surrounding the book's recent announcement stating \""The writing of the book was completed and well into the editing stages many months before [the disappearance].\""  In addition, the publisher has revealed that all of the proceeds from first edition sales of \""A New Clue\"" will be going to LASTING HOPE, a non-profit organization that aims to provide resources and intel in the investigations of missing persons. Still, the timing and  conveniently mysterious title of Marigold's third book has left many cynics denouncing the book and her disappearance as a cheap publicity stunt. Detective Bon Margle, who\nmany theorize may have been the inspiration for \""A New Clue\"", was quoted only saying that the book was \""unintentionally accurate.\""\n     Regardless of their opinions, fans, pundits and cynics alike were standing together, elbow to elbow in bookshop queues this morning eager to get their hands on what may\n   very likely be the last words ever published by the missing author. thaw only in the event of my death\n\nSimon,\nI had wished for you to read this letter upon first arriving at Mt. Holly but I couldn't risk the contents of these pages falling into unsympathetic hands.\n\nMy personal freezer should prove quite the safebox, as all of the staff have for many years respected my wishes that it remain shut and untampered. (My favorite snacks were also stored here!)\n \nBut in addition to these delicious treats, it has also for the last 20 years stored many a cryptic message and ciphered note. This nondescript cooler is, in fact, a dubious frozen postbox of chilled secrets.\n\nHave you heard of the Children of Black ?\n\nI have no idea how forthcoming your father has been about the details surrounding your mother's final chapter... or the role he thinks I played in that end. I have always denied involvement. To him. To the detectives. To the crown. And now to you as well.\n\nBut can I honestly say I had nothing to do with her disappearance? And yes, I speak of disappearance, not death. For I, too, cling to the hope that our fears are unfounded, and have occasionally, from time to time, caught fragments of information that bolster this belief.\n\nFragments of information that have cost me plenty, for our country is never short of opportunists and blackmailers.\n\nStill, as I am now dead, I don't want this knowledge to be buried with me, even if that means passing the burden of these fragments onto you. Even if that information may weigh even heavier on your head than the crown involved.\n\nUnfortunately, this information is a little too precious to entrust entirely to this freezer as I'm not too confident that the sanctity of my snacks will extend beyond my life! I've always found it best to use multiple baskets when it comes to incriminating eggs; a lesson that I recently learned again when a member of my staff betrayed my confidence.\n \nI have placed eight red envelopes in eight even more secure locations throughout the estate and left a hidden message for you among the art that hangs in almost every room in this house. This message is the key to unlocking these secrets, but you must be open in your interpretation, as the message itself harbors multiple double meanings and hidden entendres.One final word of advice:\n\nDo not assume the rooms you find today will be the same rooms you find tomorrow. These grounds have provided me a home for the last half century and even I am uncertain of which room lies beyond any particular door.\n\nYour grandmother used to say, \""Don't go where the path leads. Abandon the path and go where you want it to lead.\n\n_ _   _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _,\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _ To continue up, you must go down. So close,\nyet so far away","Magnifier Parsed Text ","Comments Before Patch 1.04, the article previously said ""The release of her new book, 'A New Clue', comes only four months after the distressful report of the author's mysterious and unexplained disappearance."" ","Coverage ","Content Tags ","","","","","","","","","","","","","","know:houseGridSketch know:aNewClueClipping know:allowanceNote know:antechamberMap know:antechamberNote know:antechamberNote2"
"metroMap","Metro Map","Metro Map","room:zoneSafe:Safehouse","","","","","","","","","","","","","","","","","","","","","know:metroMap"
"momLetter","Mom Letter","Mom Letter","room:zoneSafe:Safehouse","","2","It has now been six months.\n\nSix months of living in this airchoked cavern of boredom and dread. Six months since we said our silent goodbyes to our families.  \n\nSix months of planning. Six months of rehearsal. Six months of heartache. \n\nBut no regrets. \n\nEveryone who knows me intimately thinks I have left the country. Everyone else assumes me dead.\n\nAnd maybe that’s all that is left for us. The long walk and steps leading up to the gallows. A steep price to pay for ideals, I concede but a price that somehow seems cheaper and less cruel than another two fortnights bunkered down here beneath the sand and soot.\n\nAnd yet as I write this I have never felt so close to the sky and my dreams. Tomorrow, we will reclaim our birthright. Tomorrow, the Crown of Orinda will finally return to Oris. \n\nThe first step taken is half the journey.\n\nMay the Black Shores guide us,\nMary                          ","","","","","","","","","","","","","","","","","","know:momLetter"
"moraJaiArchAries","Mora Jai Arch Aries","Mora Jai Arch Aries","","","","to the traditional monochromatic tiles of the box. Given the number of ship routes and trade relationships between the two realms, this is not surprising. Fittingly, the variation itself was based on the brass compasses manufactured in Arch Aries that were often traded to sailors in exchange for the valued Mora Jai puzzle boxes.\n\nWhen <b>YELLOW TILES</b> are pressed, they move North.","","","0.7380952381","","","","","","","","","","","","","","","know:moraJaiArchAries"
"moraJaiCorarica","Mora Jai Corarica","Mora Jai Corarica","","","","Corarica were among the last strongholds where the puzzle box fad spread. Unlike other realms, whose regional rule variations emerged organically over time, the students of Corarica designed <b>ORANGE TILES</b> by committee, voting on student-submitted designs and picking the one they felt best represented the realm.\n\nWhen these tiles are pressed, if the majority of adjacent tiles share a color, then the pressed tile will change to that color.","","","0.7582417582","","","","","","","","","","","","","","","know:moraJaiCorarica"
"moraJaiEraja","Mora Jai Eraja","Mora Jai Eraja","","","","port towns, as they had in other realms, but by train routes from the north. When <b>VIOLET TILES</b> were introduced, they were created as a simple reflection of the variation first introduced by Arch Aries some years earlier.\n\n<size=2.4>When <b>VIOLET TILES</b> are pressed, they move South.","","","0.696969697","","","","","","","","","","","","","","","know:moraJaiEraja"
"moraJaiFennAries","Mora Jai Fenn Aries","Mora Jai Fenn Aries","","","","Realm of Fenn Aries was established, Mora Jai boxes of the realm were graced with <b>RED TILES</b> in honor of General Teskin's victory.\n\nWhen these tiles are pressed, all <b>BLACK TILES</b> on the box turn <b>RED</b> in triumphant victory, while all <b>WHITE TILES</b> on the box turn <b>BLACK</b> serving as the outclassed and struggling reinforcements of the dwindling Desilets Army.","","","0.7142857143","","","","","","","","","","","","","","","know:moraJaiFennAries"
"moraJaiIntro","Mora Jai Intro","Mora Jai Intro","","","","","","","","","","","","","","","","","","","","","","know:moraJaiIntro"
"moraJaiNuance","Mora Jai Nuance","Mora Jai Nuance","","","","Nuance as they had in the ports of Mora Jai. <b>GREEN TILES</b> were introduced, with an ability that allowed them to instantly jump across the board, representing the ease with which air travel conveys its cargo.\n\nWhen <b>GREEN TILES</b> are pressed, that tile swaps with the opposite tile on the far side of the box.","","","0.7333333333","","","","","","","","","","","","","","","know:moraJaiNuance"
"moraJaiOrindaAries","Mora Jai Orinda Aries","Mora Jai Orinda Aries","","","","Due to the overwhelming\namount of artifacts bearing\nthe Orinda Aries sigil that were destroyed after the war, Mora Jai puzzle boxes featuring the infamous black symbol are among the rarest (and most valuable) collectors can acquire.\n\nWhen <b>BLACK TILES</b> are pressed, the entire row shifts to the right, as if on train rails.","","","0.84375","","","","","","","","","","","","","","","know:moraJaiOrindaAries"
"moraJaiVerra","Mora Jai Verra","Mora Jai Verra","","","","never as popular in Verra as in other realms, <b>PINK TILES</b> were eventually introduced, based on the Verran people's devout respect of the Sacred Circle.\n\nWhen these tiles are pressed, all adjacent and diagonal tiles rotate around the pressed tile.","","","0.7407407407","","","","","","","","","","","","","","","know:moraJaiVerra"
"morningPaper","Morning Paper","Morning Paper","room:gre007:Morning Room","","","<size=2.9>NOVEMBER 5                                                REDDINGTON HERALD</size>\n<size=6.8>THE BARON OF MOUNT HOLLY</size>\n<size=5.81>NAMES NEPHEW PROVISIONAL HEIR</size>\nIn the blue hours of Wednesday morning, the venerable Baron of Mount <size=1.6>Holly, Herbert S. Sinclair,</size> passed away at the ripe age of seventy-three, after a prolonged struggle with a heart condition that had been kept from the public eye until his final days. Esteemed as a pillar of society and renowned for his penchant for crafting puzzles, he was a source of endless fascination to our readers over the years, not least through his popular column ""Baron Bafflers,"" which he penned for over a decade. The particulars of\nthe announcement of his successor yesterday has left his devoted followers with one last intrigue to ponder.\r\n   The reading of his will precipitated a flurry <size=1.763>of speculation,  for his niece\nand presumptive heir, the much-beloved and lamented Mary Matthew Jones, has been missing, presumed deceased, for the past six years. Mrs. Jones, better known to our readers by her pen name, Marion Marigold, enchanted the hearts and minds of children across the realm with her literary creations, such as \""The Red Prince,\"" \""Swim Bird,\"" and \""A New Clue.\"" Her disappearance remains one of the age's most tragic mysteries.           \n   With her where-abouts unknown, it was Marigold’s own son, \nSimon P. Jones, a lad of but 14 summers, who was yesterday named the provisional heir to the sprawling Synka empire.     \n    However, this vast inheritance is accomp-anied by an undisclosed contractual condition. Given the Baron's well-known penchant for tests of mettle and wit, it's clear that the young heir from Reddington, distinguished in his own right as last year's County Science Fair runner-up, faces an extraordinary challenge in the coming weeks.      \n      ","","","","","","","","","","","","","","","","","","know:morningPaper"
"postcardMtHolly","Postcard Mt Holly","Mt. Holly Postcard","room:sho008:Gift Shop","","","","","","","","","","","","","","","","","","","","","know:postcardMtHolly"
"musicSheetG","Music Sheet G","Music Sheet 5","","","","Trees  found____    in -  side          will   ne    -  ver          shade,\n   \n       The   gems____    that   shine____    in   night        and      rain,\n\n        The   clue            you  hold            can  not            be   paid_______\n        \n        With  gems____    nor   coin____ ,   so      toss            a  -  way,\n\n      These  <b><size=2.4>sheets</size></b>        you  find____  a      worth  -    y          trade_______","","","1.022727273","","","","","","","","","","","","","","","know:musicSheetG"
"musicSheetW","Music Sheet W","Music Sheet 8","room:blu035:Workshop","","","Stones  cut_____    by   hand,         and   lett   -    ers        wrought____\n   \n         Do  spell______  our    se    -   crets    carved        from     thought,\n\n          A        <b><size=2.4>message</size></b>      read            is     of      -     ten    lost______\n        \n        A -   mong          the    bold___    words,  spo      -    ken   soft,\n\n        The   note            is   read,          the  letter           is     not _______","","","0.9782608696","","","","","","","","","","","","","","","know:musicSheetW"
"musicSheetM","Music Sheet M","Music Sheets 1 - 4","","","4","Find  here_____  with  -  in         these   <b><size=2.4>first  </size></b>       words  sung______   \n\n        The  key______   you   seek_____  in    ma    -     jor       tongue, \n\n        But   half_______ the   sheets           are   miss    -      ing   from______\n        \n        The   four______ you   hold_____  the     rest            far   flung,\n \n        A     half          note   held_______ is  quite          the     pun.","","","0.25","","","","","","","","","","","","","","","know:musicSheetM"
"musicSheetB","Music Sheet B","Music Sheets 6 - 7","","","2","","","","","","","","","","","","","","","","","","","know:musicSheetB"
"bppathend","Bppathend","Not The True End","","","","","","","","","","","","","","","","","","","","","","know:bppathend"
"noticeOfTermination","Notice Of Termination","Notice of Termination","room:out005:Hovel","","","Dear Mr. Revane,\nYour half-hearted dedication and maintenance of the grounds have been greatly appreciated. However, I regret to inform you that your services as the groundskeeper at Mount Holly will no longer be required, effective immediately.\n\nThis decision has been made after careful consideration and is based upon repeated observations and documented instances of neglect in the performance of your duties. The state of the green rooms in particular has deteriorated significantly over the last few months, which reflects poorly on the rest of the staff.\n\nYou are required to vacate the hovel by the 20th of March, ensuring all tools and equipment belonging to the estate are returned to the toolshed in good condition. Your final wages will be settled promptly upon completion of these instructions.\n\nWe thank you for your time and service and wish you the best in your future endeavors,\n  \n  \n                                    Anne Babbage, House Manager","","","0.9738562092","","","","","","","","","","","","","","","know:noticeOfTermination"
"numericCore","Numeric Core","Numeric Cores","","","3","","","","","","","","","","","","","","","","","","","know:numericCore"
"officeList","Office List","Office Book List","room:blu024:Office","","","BRIDGETTE,\nPlease check if any books matching these titles are available for purchase in Reddington.\n\n\n\n\n\n\n\n\n\n\nHad a little trouble reading the Baron's writing, so I am not sure if the last title is intended to be hearings or herrings, but knowing Herbert I suspect either would be suitable.\n","","","0.7058823529","","","","","","","","","","","","","","","know:officeList"
"officeNote","Office Note","Office Note","room:blu024:Office","","","THE   <size=8>ANTECHAMBER</size>  LEVER\n       IN  THE   GREENHOUSE  IS\n               BROKEN   <b>AGAIN.</b>\n\nI  DON T  THINK  THERE  IS  ENOUGH\nTIME  TO  PUT IN  ANOTHER  \nWORK  ORDER  BEFORE SIMON   ARRIVES,  SO JUST MAKE  SURE  THE               AND   <size=8><b>EAST</b></size>\nLEVERS  ARE  OPERATIONAL.","","","0.972972973","","","","","","","","","","","","","","","know:officeNote"
"packingSlip","Packing Slip","Packing Slip","room:blu039:Mail Room","","","","","","","","","","","","","","","","","","","","","know:packingSlip"
"pantryList","Pantry List","Pantry List","room:blu021:Pantry","","","Please pick up some\nmore fruit BEFORE FRIDAY AS WE HAVE JUST BEEN INFORMED THAT WE MAY HAVE  AN EXTRA GUEST EXPLORING THE HOUSE NEXT WEEK.  FIFTY    STEPS\nSHOULD BE MORE THAN ENOUGH SO I THINK AN EVEN SPREAD \nWOULD BE IDEAL<size=3><b>:</b></size>\n\n\n\n\n\n\nTHE ENCLOSED AMOUNT SHOULD COVER EXPENSES BUT PLEASE BRING BACK ANY CHANGE FROM THE ORDER AND LEAVE IT IN THE PANTRY.","","","0.9142857143","","","","","","","","","","","","","","","know:pantryList"
"workshopSchematic","Workshop Schematic","Parlor Box Schematic","room:blu035:Workshop","","","THE TRUE BOX DOES NOT ALWAYS CONTAIN THE PRIZE.","","","1","","","","","","","","","","","","","","","know:workshopSchematic"
"parlorLetter","Parlor Letter","Parlor Letter","room:blu005:Parlor","","2","Dear Herbert:\n          It was a great honor receiving the invitation to dine at your estate with the Oldhams this past Thursday. If I'm being frank, it had been quite a while since we had been seen in decent society and we were beginning to worry that my wife's wit had lost its charm (I have no delusions that my company is rival to hers!)\n         If I can refresh your memory, we both spent much of that evening discussing our mutual love of games and puzzles and I had mentioned to you a rather singular parlor game I had played some years back involving three boxes of different colors. You had pressed me to write with the particulars of this game (when I found the time) and I have included with this letter all the details you will need to share with guests should you be inclined to play this confounding game.","","","0.9378881988","","","","","","","","","","","","","","","know:parlorLetter"
"draftingNoteBlue","Drafting Note Blue","Partitioning Plan","room:blu030:Drafting Studio","","","The Great Hall\n<size=4>[ Partitioning Plan ]</size>\n<i>for</i>","","","","","","","","","","","","","","","","","","know:draftingNoteBlue"
"passport1","Passport 1","Passport 1","room:blu023:Vault","","2","","","","","","","","","","","","","","","","","","","know:passport1"
"passport2","Passport 2","Passport 2","room:blu023:Vault","","2","","","","","","","","","","","","","","","","","","","know:passport2"
"passport3","Passport 3","Passport 3","room:blu023:Vault","","2","","","","","","","","","","","","","","","","","","","know:passport3"
"patent","Patent","Patent: Condenser","","","","","","","","","","","","","","","","","","","","","","know:patent"
"payrollSlip","Payroll Slip","Payroll Slip","room:bed005:Servant's Quarters, room:red003:Maid's Chamber","","","PAYROLL ISSUED FOR THIS WEEK","","","0.5","","","","","","","","","","","","","","","know:payrollSlip"
"periodicTable","Periodic Table","Periodic Table of Elements","room:blu036:Laboratory","","","","","","","","","","","","","","","","","","","","","know:periodicTable"
"periodicNumbers","Periodic Numbers","Periodic Table of Elements: Numbers","room:blu036:Laboratory","","","14\n13\n12\n11\n10\n9\n8\n7\n6\n5\n4\n3\n2\n1\n0","","","1","","","","","","","","","","","","","","","know:periodicNumbers"
"poolRules","Pool Rules","Pool Rules","room:blu029:Pool","","","• The Draft Pool is your deck of potential Floorplans. Each time you draft, three random Floorplans are drawn from the Draft Pool for you to select from.\n\n• The odds of drawing a specific Floorplan may differ depending on the room. Some rooms are more rare than others.\n\n• Floorplans <i><size=4.5>added</size></i> to the Draft Pool are removed at the end of the day. <i><size=3>(unless otherwise stated)</size></i>\n\n• No Running!","","","1.014492754","","","","","","","","","","","","","","","know:poolRules"
"postcardArchAries","Postcard Arch Aries","Postcard: Arch Aries","","","","We arrived here after a few days of sailing and it made me realize how much more convenient it would have been in the old days when the railway tracks extended all the way north. Arch Aries is a destination with which I am well acquainted, having traveled here countless times on business for Synka. This time, however, I will avoid the familiar towns and factories and will instead trek along the northern coast, an area with which I am wholly unfamiliar.","","","0.7735849057","","","","","","","","","","","","","","","know:postcardArchAries"
"postcardCorarica","Postcard Corarica","Postcard: Corarica","","","","","","","","","","","","","","","","","","","","","","know:postcardCorarica"
"postcardEraja","Postcard Eraja","Postcard: Eraja","","","","I was a little disappointed that there has not been a drop of rain during my time here as every Erajan story I have ever heard has begun with rain. I suppose the anecdotes I make on this trip will have to do without that flavorful setting. However, even without the rain, the puddles and ponds that dot the countryside make this place feel different than home.\n       Lorja Yenna, Ajlor Lune,","","","0.8068181818","","","","","","","","","","","","","","","know:postcardEraja"
"postcardFenn","Postcard Fenn","Postcard: Fenn","","","","I am actually writing this last postcard sitting at\n my desk at home.  I suppose I should put forth the extra effort and drop it in the mail for consistency, but I am tempted to save the postmaster a trip as it will just wind up here once again to join the other seven, which I am pleased to report were all waiting for me on my desk safe as can be. Flipping through them has reminded me of the many friends I made and lessons learned along the way, and as I look back one truth shines brighter than the others<size=4>:</size>\n         Air travel is much better than sea travel. \r\n","","","0.7655172414","","","","","","","","","","","","","","","know:postcardFenn"
"postcardMoraJai","Postcard Mora Jai","Postcard: Mora Jai","","","","After a short sea voyage, we arrived on the main island of Mora Jai last night in good spirits. The people here are belligerent in their politeness and after spending a full day among the Jaioreil I am just as afraid of eating another dish as I am of rejecting their offers. I may try to sneak away tomorrow and spend some time alone with my books as I have noticed that each realm I have visited has one thing in common. They each have been short on solitude.","","","0.8557692308","","","","","","","","","","","","","","","know:postcardMoraJai"
"postcardNuance","Postcard Nuance","Postcard: Nuance","","","","By far my favorite realm I have visited during this trip, but I have always had a penchant for technology and am less moved by the beauty of nature than others. The soot filled streets and soaring skyscrapers here are just as stirring to me as the mountains of Corarica or the beaches of Mora Jai. Perhaps I am just letting my childhood love of Dirigiblocks compromise my objectivity. From the shops I have visited, it seems the series is just as popular here as it is back home. Speaking of home, as I look across the eastern sea, I can almost see its shores. I never thought that I would miss the sight of red flags.","","","0.8602941176","","","","","","","","","","","","","","","know:postcardNuance"
"postcardOrinda","Postcard Orinda","Postcard: Orinda","","","","<b>Eight realms in eight months.</b> The objective was simple enough, but in what order? What route? And where to start? Questions like these are the ones I tend to ignore as planning has never been my strong suit. Well then! In the true spirit of adventure, I have departed forsaking both map and plan, and as it happens, the road has taken me south. It seems fitting to begin the journey by visiting a fragment of the old kingdom, a landmark as black in realm as it is in name, and a story I feel closely connected to.","","","0.8166666667","","","","","","","","","","","","","","","know:postcardOrinda"
"postcardVerra","Postcard Verra","Postcard: Verra","","","","Despite my prejudice against Mother Nature, I own that I have deeply loved my time here at Verra. The memories of the youthful trip I took here with my brother have been relentless, and as I have gotten older, I find less and less occasion to recollect on such trivial pleasures. One thing I do remember vividly which has not lost a single speck of charm are the famous turtles. Each visitor of Verra, upon arriving, is lent one of these hard shell friends for the duration of their stay, to serve as both steed, guide and companion. I am still under the spell of island life, even if the weather here is\nmuch more severe than it was on Mora Jai.","","","0.8776978417","","","","","","","","","","","","","","","know:postcardVerra"
"theDeed","The Deed","Property Deed","room:blu046:Room 46","","2","","","","","","","","","","","","","","","","","","","know:theDeed"
"pumpMap","Pump Map","Pump Room Schematic","room:blu033:Pump Room","","","","","","","","","","","","","","","","","","","","","know:pumpMap"
"ransomNote","Ransom Note","Ransom Note","room:blu046:Room 46","","","","","","","","","","","","","","","","","","","","","know:ransomNote"
"memoRed1","Memo Red1","Red Box Memo: 1","room:zoneRes:Reservoir","","","MORE THAN\nTWO BOXES\nCONTAIN PRIZES.","","","1","","","","","","","","","","","","","","","know:memoRed1"
"memoRed2","Memo Red2","Red Box Memo: 2","room:zoneRes:Reservoir","","","ALL GREEN MEMOS\nFOUND IN BOXES\nIN THE \nARE TRUE.","","","1","","","","","","","","","","","","","","","know:memoRed2"
"memoRed3","Memo Red3","Red Box Memo: 3","room:zoneRes:Reservoir","","","ThE box\nCONTAINING\nALLOWANCE TOKENS iS MARKED BY","","","1","","","","","","","","","","","","","","","know:memoRed3"
"memoRed4","Memo Red4","Red Box Memo: 4","room:zoneRes:Reservoir","","","THE SANCTUM KEY IS IN\nA BLUE BOX.","","","1","","","","","","","","","","","","","","","know:memoRed4"
"memoRed5","Memo Red5","Red Box Memo: 5","room:zoneRes:Reservoir","","","ThE box\nCONTAINING\nALLOWANCE TOKENS iS MARKED BY","","","1","","","","","","","","","","","","","","","know:memoRed5"
"memoRed6","Memo Red6","Red Box Memo: 6","room:zoneRes:Reservoir","","","A BLACK BOX\nCONTAINS\nALLOWANCE TOKENS.","","","1","","","","","","","","","","","","","","","know:memoRed6"
"memoRed7","Memo Red7","Red Box Memo: 7","room:zoneRes:Reservoir","","","A box in the\n contains\n3 allowance tokens!","","","1","","","","","","","","","","","","","","","know:memoRed7"
"redLetterStudy","Red Letter Study","Red Letter: 2","room:blu026:Study","","","","","","","","","","","","","","","","","","","","","know:redLetterStudy"
"redLetterBombShelter","Red Letter Bomb Shelter","Red Letter: Bomb Shelter","room:out001:Shelter","","4","","","Before Patch 1.04, the letter previously said ""...I felt very strongly that you had some deeper involvement in those events 6 years ago.""","","","","","","","","","","","","","","","","know:redLetterBombShelter"
"redLetterBoudoir","Red Letter Boudoir","Red Letter: Boudoir","room:bed002:Boudoir","","4","","","","","","","","","","","","","","","","","","","know:redLetterBoudoir"
"redLetterDrawing","Red Letter Drawing","Red Letter: Drawing","room:blu025:Drawing Room","","4","","","","","","","","","","","","","","","","","","","know:redLetterDrawing"
"redLetterOffice","Red Letter Office","Red Letter: Office","room:blu024:Office","","5","","","","","","","","","","","","","","","","","","","know:redLetterOffice"
"redLetterUnderground","Red Letter Underground","Red Letter: Underground","room:zoneUndg:Underground","","5","","","","","","","","","","","","","","","","","","","know:redLetterUnderground"
"breakRoomMemoRed","Break Room Memo Red","Red Memo: Break Room","room:blu006u2:Break Room","","","","","","","","","","","","","","","","","","","","","know:breakRoomMemoRed"
"commissaryMemoRed","Commissary Memo Red","Red Memo: Commissary","room:sho001:Commissary","","","THE COMMISSARY WILL BE\nCLOSED FROM\nDAY 12 to DAY 16.\n\nSORRY FOR ANY INCONVENIENCE.","","","","","","","","","","","","","","","","","","know:commissaryMemoRed"
"conferenceNoteRed","Conference Note Red","Red Memo: Conference","room:blu043:Conference Room","","","SAFE CODE\n4368","","","","","","","","","","","","","","","","","","know:conferenceNoteRed"
"emailNoteRed","Email Note Red","Red Memo: Electronic mail","room:blu036:Laboratory","","","EFFECTIVE IMMEDIATELY,\n<b>ELECTRONIC MAIL</b> CAN ONLY\nBE ACCESSED VIA THE\nSECURITY TERMINAL","","","","","","","","","","","","","","","","","","know:emailNoteRed"
"networkNoteRed","Network Note Red","Red Memo: Unlocked","room:blu034:Security","","","UNTIL FURTHER NOTICE,\n<b><size=6>THE ANTECHAMBER</size></b>\nHAS BEEN <size=6>'UNLOCKED'</size>\nAND ACCESS LEVERS ARE\n NO LONGER REQUIRED\nTO GRANT ENTRY","","","1","","","","","","","","","","","","","","","know:networkNoteRed"
"memoWeightroomRed","Memo Weightroom Red","Red Memo: Weight Room","room:red007:Weight Room","","","The destruction of structural elements of the house like walls is not permanent and will reset every few days.","","","1","","","","","","","","","","","","","","","know:memoWeightroomRed"
"westWingRedMemo","West Wing Red Memo","Red Memo: West Wing","room:hal001:Hallway","","","DOORS IN THE\nWEST WING ARE\nMORE LIKELY TO\nBE LOCKED","","","1","","","","","","","","","","","","","","","know:westWingRedMemo"
"postcardReddinton","Postcard Reddinton","Reddington Postcard","","","","","","","","","","","","","","","","","","","","","","know:postcardReddinton"
"rejection","Rejection","Rejection Letter","room:blu011:Attic","","","Dear Ms. Marigold,\n\nThank you so much for giving our editors the opportunity to consider your illustrated children’s book, ‘The Red Prince’. Unfortunately, I regret that we have come to the conclusion that although the illustrations are wonderful, we do not think the material is a good fit with Ruffington’s current catalogue and therefore will not be pursuing a partnership at this time.\n\nIf you provided us with a return envelope, your manuscript will be returned to you. Otherwise, it has been recycled.\n\nThank you again for thinking of us here at Ruffington, and do not be discouraged to submit any work you complete in the future. We wish you every success in finding a home for your book.\n\nThomas Yanders, Editor\n\nRuffington Red Publishing\nChildren’s Book Department\n205 Concetta Ct.\n02117-2765","","","0.9230769231","","","","","","","","","","","","","","","know:rejection"
"repellentLetter","Repellent Letter","Repellent Note","room:blu002:Entrance Hall","","","Master Simon,\n   Imagine my surprise upon arriving at the estate this morning, only to discover a SECOND FOUNDATION so casually situated among the trees and chirping crickets of the West Grounds! Now, I have never professed to be a skilled draftsman, and maybe this is not as unintended a mistake as it appears.  There is a chance that this redundant room is part of some greater strategy I cannot fathom. Or, perhaps more likely, morbid curiosity simply got the better of you.\n\r\nHowever, should that curiosity wane and you come to regret your recent decision, this can of REPELLENT will certainly prove useful.\n\n                                        House Manager","","","0.9813084112","","","","","","","","","","","","","","","know:repellentLetter"
"lockerNote","Locker Note","Room 46 Note","room:blu016:Locker Room","","","","","","","","","","","","","","","","","","","","","know:lockerNote"
"clippingSingle","Clipping Single","Root Cellar Note","room:out006:Root Cellar","","","author and illustrator whose fanciful stories\n                            name Marion Marigold, was last seen by a\n                           m Friday getting into a carriage after a late","","","","","","","","","","","","","","","","","","know:clippingSingle"
"museumMap","Museum Map","Royal Museum Map","room:zoneSafe:Safehouse","","","","","","","","","","","","","","","","","","","","","know:museumMap"
"ruffingtonRed","Ruffington Red","Safehouse Photo","room:zoneSafe:Safehouse","","","","","","","","","","","","","","","","","","","","","know:ruffingtonRed"
"salePoster","Sale Poster","Sale Poster","room:sho001:Commissary","","","","","","","","","","","","","","","","","","","","","know:salePoster"
"sanctumNote","Sanctum Note","Sanctum Doors Note","room:blu046:Room 46","","","The first key found here on the furthest rank,\nThe second locked tight in the vault of a bank,\nThe third is high up, among all the clocks,\nAnd the fourth down below, beneath all the docks.\nThe fifth key is held by a king on his throne,\nThe sixth in a station, left by one of your own,\nThe seventh is major if you draft it quite late,\nAnd the last key is waiting, behind the last door of eight.\n","","","1","","","","","","","","","","","","","","","know:sanctumNote"
"redMemoNote","Red Memo Note","Security Memo Note","room:blu034:Security","","","blue memos    true\n\n\n\nred memos      lies","","","1","","","","","","","","","","","","","","","know:redMemoNote"
"securityMonitors","Security Monitors","Security Monitors 1","room:blu011:Attic","","","","","","","","","","","","","","","","","","","","","know:securityMonitors"
"securityMonitorsA","Security Monitors A","Security Monitors 2","room:zoneSafe:Safehouse","","","","","","","","","","","","","","","","","","","","","know:securityMonitorsA"
"servantBequeath","Servant Bequeath","Servant Inheritance","room:bed005:Servant's Quarters","","2","Hartley,\r\nI know we spoke often of this day and I don’t think there’s anything I can say of the past 40 years that I haven’t already attempted to tell you innumerous times in the past, half-stated gratitude always interrupted with tactful and polite repudiations from you. I had always known this final letter could give me the perfect opportunity to finally express myself uninterrupted by you and unfettered by social graces, but I don’t feel the inclination to say aloud what has always been unsaid between us.\r\n\r\nWith my passing, I release you from your post and service to the Sinclair family and implore you to live the remainder of your years on your own terms, as scary and unfamiliar of a concept as that may be to you. Besides, I think a more junior valet would be better situated to meet the needs of young master Simon. To that end, if you wish you may stay on long enough to oversee the training and establishment of your successor in their post, but as soon as he or she has the lay of the land, my instructions for you to quit must be satisfied.\r\n","","","0.975","","","","","","","","","","","","","","","know:servantBequeath"
